title,text,movie,final_annotation,Unnamed: 4,round1,combined
With Barbie surpassing Jurassic World Dominion at the box office...,"... each Hollywood studio has exactly one spot in the ""Top 5 highest grossing films of the 2020's""

1. Avatar: The Way of Water (Fox/Disney)
2. Spider-Man: No Way Home (Sony)
3. Top Gun: Maverick (Paramount)
4. Super Mario Bros Movie (Universal)
5. Barbie (WB)

I'd love to put Multiverse of Madness (Disney) as #6 ... but Jurassic World Dominion is in the way.",barbie,BOX_OFFICE,,BOX_OFFICE_SOLO,"with barbie surpassing jurassic world dominion at the box office.... ... each hollywood studio has exactly one spot in the ""top 5 highest grossing films of the 2020's""

1. avatar: the way of water (fox/disney)
2. spider-man: no way home (sony)
3. top gun: maverick (paramount)
4. super mario bros movie (universal)
5. barbie (wb)

i'd love to put multiverse of madness (disney) as #6 ... but jurassic world dominion is in the way."
How much does Dead Reckoning Part One need to make to break even?,"The 2.5x rule suggests $725 million on a reported budget of 290 million, but the franchise is more OS heavy than most. Does that change things?",mission_impossible,BOX_OFFICE,,BOX_OFFICE_SOLO,"how much does dead reckoning part one need to make to break even?. the 2.5x rule suggests $725 million on a reported budget of 290 million, but the franchise is more os heavy than most. does that change things?"
Is there any hope for drad reckoning to hit 700 mil,Noticed a couple of huge groups on Facebook still talking about dead reckoning it gave ne some hope that it might come close to 650-700 mil. I wonder what do you guys think ? Is it a lost cause or is there a chance,mission_impossible,BOX_OFFICE,,BOX_OFFICE_SOLO,is there any hope for drad reckoning to hit 700 mil. noticed a couple of huge groups on facebook still talking about dead reckoning it gave ne some hope that it might come close to 650-700 mil. i wonder what do you guys think ? is it a lost cause or is there a chance
Movio's weekend insights suggest a 60/61% female demo split for Barbie in its second weekend.,"If you just look at intra age splits and assume 50% of audience is male and 50% female (given Barbie and haunted mansion that's probably a little light), they're all pretty much 59% to 61% female.

    movio.co weekend insights",barbie,BOX_OFFICE,,BOX_OFFICE_SOLO,"movio's weekend insights suggest a 60/61% female demo split for barbie in its second weekend.. if you just look at intra age splits and assume 50% of audience is male and 50% female (given barbie and haunted mansion that's probably a little light), they're all pretty much 59% to 61% female.

    movio.co weekend insights"
Will “Oppenheimer” become the highest grossing film….,"To never become number 1 at the domestic box office. For 14 years, “My Big Fat Greek Wedding” held the top spot for very a very long time at that category. Until “Sing” came out in 2016 and became the highest grossing film to never become number 1 at the domestic box office. “Oppenheimer” will become number 2 on this list by next weekend, but can it surpass Sing?” This has always been one of my favorite all time lists, because it shows that your film doesn’t need to become number 1 at the box office, to be a box office hit.",oppenheimer,BOX_OFFICE,,BOX_OFFICE_SOLO,"will “oppenheimer” become the highest grossing film….. to never become number 1 at the domestic box office. for 14 years, “my big fat greek wedding” held the top spot for very a very long time at that category. until “sing” came out in 2016 and became the highest grossing film to never become number 1 at the domestic box office. “oppenheimer” will become number 2 on this list by next weekend, but can it surpass sing?” this has always been one of my favorite all time lists, because it shows that your film doesn’t need to become number 1 at the box office, to be a box office hit."
The Exorcist: Believer Predictions,"Caught the trailer for The Exorcist: Believer last night on IMAX in front of Oppenheimer. Packed audience seemed to find it very entertaining, with a lot chatter and bemused laughter as it ended. 

Honestly, it looks pretty dumb, but should still be a fun movie for spooky season with a ton of callbacks for horror nerds.  With a prime mid-October (Friday the 13th) release date, there's no way this isn't going to be a hit with how well horror has been doing lately. David Gordon Green also knows how to deliver a solid scary movie, even if the last two Halloweens sucked.

OW: 55-60 mill

Total Gross: 120-130 Mill

Outside shot at Halloween (2018) numbers if the movie is actually well done.",oppenheimer,BOX_OFFICE,,BOX_OFFICE_SOLO,"the exorcist: believer predictions. caught the trailer for the exorcist: believer last night on imax in front of oppenheimer. packed audience seemed to find it very entertaining, with a lot chatter and bemused laughter as it ended. 

honestly, it looks pretty dumb, but should still be a fun movie for spooky season with a ton of callbacks for horror nerds.  with a prime mid-october (friday the 13th) release date, there's no way this isn't going to be a hit with how well horror has been doing lately. david gordon green also knows how to deliver a solid scary movie, even if the last two halloweens sucked.

ow: 55-60 mill

total gross: 120-130 mill

outside shot at halloween (2018) numbers if the movie is actually well done."
Excellent booking for Mission: Impossible – Dead Reckoning in south India,will be the biggest Hollywood opener this year in india,mission_impossible,BOX_OFFICE,,BOX_OFFICE_SOLO,excellent booking for mission: impossible – dead reckoning in south india. will be the biggest hollywood opener this year in india
Will Oppenheimer cross Spiderverse?,It looks like it might cross $700M WW which spiderverse might not able to reach,oppenheimer,BOX_OFFICE,,BOX_OFFICE_SOLO,will oppenheimer cross spiderverse?. it looks like it might cross $700m ww which spiderverse might not able to reach
Mission Impossible Premature Doomsaying?,"I find it very depressing to see people already writing off this movie as yet another failure when there is already word on how the film will rely on strong word of mouth to continue.  It should.  Sure, it’s budgeted high, but I still feel sure it will leg out.  No reason to get bent out of shape for one Monday.  The real test is it’s staying power.",mission_impossible,BOX_OFFICE,,BOX_OFFICE_SOLO,"mission impossible premature doomsaying?. i find it very depressing to see people already writing off this movie as yet another failure when there is already word on how the film will rely on strong word of mouth to continue.  it should.  sure, it’s budgeted high, but i still feel sure it will leg out.  no reason to get bent out of shape for one monday.  the real test is it’s staying power."
Mission impossible worldwide,Could dead reckoning be the first mission impossible movie not to finish top 10 worldwide end of the yr?,mission_impossible,BOX_OFFICE,,BOX_OFFICE_SOLO,mission impossible worldwide. could dead reckoning be the first mission impossible movie not to finish top 10 worldwide end of the yr?
Will Barbie be a bomb in Japan?,"Full disclaimer: I am actually really rooting for Barbie and want it to become number one for the year, so I'm not concern trolling.

Anyways,I'm worried that Barbie might be doa in Japan mainly because of its association with Oppenheimer. Reject Barbenheimer has been trending all weekend in Japan, and I think this might be the one market where these two films being entwined together might be a big negative as Barbie could be rejected by association.",barbie,BOX_OFFICE,,BOX_OFFICE_SOLO,"will barbie be a bomb in japan?. full disclaimer: i am actually really rooting for barbie and want it to become number one for the year, so i'm not concern trolling.

anyways,i'm worried that barbie might be doa in japan mainly because of its association with oppenheimer. reject barbenheimer has been trending all weekend in japan, and i think this might be the one market where these two films being entwined together might be a big negative as barbie could be rejected by association."
Oppenheimer first week in France !!,"Huge: the million is shattered in just 1 week by #Oppenheimer with 1,138,907 admissions in France out of 668 copies.  This is Nolan's 4th best score (behind the 2 #DarkKnight and #Inception) 🙌👏",oppenheimer,BOX_OFFICE,,,"oppenheimer first week in france !!. huge: the million is shattered in just 1 week by #oppenheimer with 1,138,907 admissions in france out of 668 copies.  this is nolan's 4th best score (behind the 2 #darkknight and #inception) 🙌👏"
Mi7 India 𝗗𝗮𝘆𝟭: ₹𝟭𝟭.𝟳𝟱 𝗖𝗿 𝗗𝗮𝘆𝟮: ₹𝟴.𝟳𝟱 𝗖𝗿 𝗗𝗮𝘆𝟯: ₹𝟵.𝟮𝟱 𝗖𝗿 𝗗𝗮𝘆𝟰: ₹𝟭𝟱.𝟳𝟱 𝗖𝗿 𝗗𝗮𝘆𝟱: ₹𝟭𝟳.𝟮𝟱 𝗖𝗿 𝗧𝗼𝘁𝗮𝗹 : ₹𝟲𝟮.𝟳𝟱 𝗖𝗿,#Fallout made ₹ 80.20 cr Nett total for it’s entire run back in 2018.,mission_impossible,BOX_OFFICE,,,mi7 india 𝗗𝗮𝘆𝟭: ₹𝟭𝟭.𝟳𝟱 𝗖𝗿 𝗗𝗮𝘆𝟮: ₹𝟴.𝟳𝟱 𝗖𝗿 𝗗𝗮𝘆𝟯: ₹𝟵.𝟮𝟱 𝗖𝗿 𝗗𝗮𝘆𝟰: ₹𝟭𝟱.𝟳𝟱 𝗖𝗿 𝗗𝗮𝘆𝟱: ₹𝟭𝟳.𝟮𝟱 𝗖𝗿 𝗧𝗼𝘁𝗮𝗹 : ₹𝟲𝟮.𝟳𝟱 𝗖𝗿. #fallout made ₹ 80.20 cr nett total for it’s entire run back in 2018.
Could Oppenheimer become Nolan's highest grossing non Batman movie?,When this was announced to be rated R everyone thought Oppenheimer wouldn't do as well as Nolan's other movies. Is this still true or can it do better?,oppenheimer,BOX_OFFICE,,,could oppenheimer become nolan's highest grossing non batman movie?. when this was announced to be rated r everyone thought oppenheimer wouldn't do as well as nolan's other movies. is this still true or can it do better?
We might be grossly underestimating Oppenheimer's overseas run,"Oppenheimer is expected to do the following in domestic market

Week 1 = 127.8M 

Week 2 = 72M (-43.7%) 

Week 3 = 44.6M (-38%) \*based on wknd 3 estimate 

Total = 244.4M

In contrast, see the drop in overseas

Week 1 = 155M 

Week 2 = 124M (-20%) 

Week 3 = 82M (-34%) \*based on deadline's 51M estimate for weekend 3.  

Total = 361M

By end of week 3, Oppenheimer would have crossed 600M WW with 60% from OS. And deadline is definitely under forecasting OS Wknd 3 of 51 whereas it might very well do a &lt;30% drop (55M). So even if we imagine a 30% drop every week, it can easily cross 480-500M without even the new markets.

With such low drops and 4 markets yet to open (Italy, China, SK, Greece + Japan maybe), we might actually see a 600-650M run just from overseas market.

Don't forget that Interstellar did 132M in SK and 139M from China and while Oppenheimer might not do such business, it sure can do 50-75M from each of those. Especially looking at presales in SK.

Its gonna be fun tracking Asian markets for Oppenheimer!",oppenheimer,BOX_OFFICE,,,"we might be grossly underestimating oppenheimer's overseas run. oppenheimer is expected to do the following in domestic market

week 1 = 127.8m 

week 2 = 72m (-43.7%) 

week 3 = 44.6m (-38%) \*based on wknd 3 estimate 

total = 244.4m

in contrast, see the drop in overseas

week 1 = 155m 

week 2 = 124m (-20%) 

week 3 = 82m (-34%) \*based on deadline's 51m estimate for weekend 3.  

total = 361m

by end of week 3, oppenheimer would have crossed 600m ww with 60% from os. and deadline is definitely under forecasting os wknd 3 of 51 whereas it might very well do a &lt;30% drop (55m). so even if we imagine a 30% drop every week, it can easily cross 480-500m without even the new markets.

with such low drops and 4 markets yet to open (italy, china, sk, greece + japan maybe), we might actually see a 600-650m run just from overseas market.

don't forget that interstellar did 132m in sk and 139m from china and while oppenheimer might not do such business, it sure can do 50-75m from each of those. especially looking at presales in sk.

its gonna be fun tracking asian markets for oppenheimer!"
Tuesday Preview Box-Office Predictions: Mission: Impossible - Dead Reckoning Part One,"Here’s my predictions:

- Mission: Impossible - Dead Reckoning Part One (Estimated 4,000 Theaters) - $10-$13.5 million ($15-$20 million if you include the 3:00pm Walmart See It First Sunday Screenings and 7:00pm Early Access Monday Screenings (Tuesday Preview Showings begins at 2:00pm)

What’s yours?",mission_impossible,BOX_OFFICE,,,"tuesday preview box-office predictions: mission: impossible - dead reckoning part one. here’s my predictions:

- mission: impossible - dead reckoning part one (estimated 4,000 theaters) - $10-$13.5 million ($15-$20 million if you include the 3:00pm walmart see it first sunday screenings and 7:00pm early access monday screenings (tuesday preview showings begins at 2:00pm)

what’s yours?"
"At the beginning of the year, there were polls asking if Ant-Man 3 will be in Top 10 domestic. With Oppenheimer closing fast, Quantumania will be at #7 by the end of summer. Ant-Man needs to hold one of the 4 major tentpoles coming - Dune, The Marvels, Hunger Games and Aquaman to have a chance.","The Marvels and Dune looks like a lock to pass it. Hunger Games is a coin toss and Aquaman having December release date will help, but could it fight its dying universe?

However if Dune and Aquaman got delayed, AM3 will certainly remain in Top 10.

I think it will be at #10, only managing to not be defeated by Hunger Games (which will do sub 200M)",oppenheimer,BOX_OFFICE,,,"at the beginning of the year, there were polls asking if ant-man 3 will be in top 10 domestic. with oppenheimer closing fast, quantumania will be at #7 by the end of summer. ant-man needs to hold one of the 4 major tentpoles coming - dune, the marvels, hunger games and aquaman to have a chance.. the marvels and dune looks like a lock to pass it. hunger games is a coin toss and aquaman having december release date will help, but could it fight its dying universe?

however if dune and aquaman got delayed, am3 will certainly remain in top 10.

i think it will be at #10, only managing to not be defeated by hunger games (which will do sub 200m)"
Is $600 million+ WW still in play for MI: Dead Reckoning Part One?,Or are its legs too weak to get it there?,mission_impossible,BOX_OFFICE,,,is $600 million+ ww still in play for mi: dead reckoning part one?. or are its legs too weak to get it there?
Dead Reckoning looking to flop based on early presales. Does this deflate anyone’s enthusiasm about box office?,"You can out your heart and soul and make a great action film, and that still won’t guarantee you a success",mission_impossible,BOX_OFFICE,,,"dead reckoning looking to flop based on early presales. does this deflate anyone’s enthusiasm about box office?. you can out your heart and soul and make a great action film, and that still won’t guarantee you a success"
"Compiled 2022's Deadline's most profitable films' net ancillary revenues (Home Entertainment, TV, streaming) to compare to net theatrical revenues; what does it mean for markets today? Plus, Why Mission Impossible Dead Reckoning will breakeven regardless of theatrical.","**From Deadline's financial breakdowns last year; note ancillaries are constantly proportionately significant to the theatrical revenue:**

**\*Avatar-2:** *350mil net ancillaries; 1.2 billion net from BO*; that is a quarter of its entire theatrical revenue, a film that is the 3rd highest grossing film of all time theatrically.  
**\*TopGun-2:** *445mil net ancillaries.* *700mil net from BO.* Participation took 280mil; that wouldn't be possible without them.  
**\*TheBatman:** *280mil net ancillaries: 355mil net from BO.*  
**\*Minions:** *330mil net ancillaries compared to 420mil net from BO.*  
**\*JurassicWorld Dominion:** *320mil net ancillaries; 430mil net from BO.*  
**\*DrStrange2:** 340mil net ancillaries; 440mil net from BO.  
**\*BlackPanther WakandaForever:** 325mil net ancillaries; 425mil net from BO

**\*Thor Love and Thunder:** *300mil net ancillaries; 300mil net from BO.* 

*All numbers come from Deadline's financial breakdowns.* 

.................

   **Mission Impossible; Dead Reckoning pt1 costing 300*****mil to produce created doubt regarding its breaking even; this film will break even with ancillaries easily; why? Because***; 

**1)Top Gun last year made 445mil dollars in ancillaries**: the largest of the year; even larger than Avatar; that number was so high that participations were ***280 million*** dollars and still had ***390 million dollars*** in net profits for the studio.  
**2)John Wick-4 is doing exceptional on digital;** topping the lists in presales and sales for a while.  
**3)Well-received blockbuster films have better ancillaries reflecting WOM** ; that's exceptional for this film.

............ These are my two cents, what are yours?",mission_impossible,BOX_OFFICE,,,"compiled 2022's deadline's most profitable films' net ancillary revenues (home entertainment, tv, streaming) to compare to net theatrical revenues; what does it mean for markets today? plus, why mission impossible dead reckoning will breakeven regardless of theatrical.. **from deadline's financial breakdowns last year; note ancillaries are constantly proportionately significant to the theatrical revenue:**

**\*avatar-2:** *350mil net ancillaries; 1.2 billion net from bo*; that is a quarter of its entire theatrical revenue, a film that is the 3rd highest grossing film of all time theatrically.  
**\*topgun-2:** *445mil net ancillaries.* *700mil net from bo.* participation took 280mil; that wouldn't be possible without them.  
**\*thebatman:** *280mil net ancillaries: 355mil net from bo.*  
**\*minions:** *330mil net ancillaries compared to 420mil net from bo.*  
**\*jurassicworld dominion:** *320mil net ancillaries; 430mil net from bo.*  
**\*drstrange2:** 340mil net ancillaries; 440mil net from bo.  
**\*blackpanther wakandaforever:** 325mil net ancillaries; 425mil net from bo

**\*thor love and thunder:** *300mil net ancillaries; 300mil net from bo.* 

*all numbers come from deadline's financial breakdowns.* 

.................

   **mission impossible; dead reckoning pt1 costing 300*****mil to produce created doubt regarding its breaking even; this film will break even with ancillaries easily; why? because***; 

**1)top gun last year made 445mil dollars in ancillaries**: the largest of the year; even larger than avatar; that number was so high that participations were ***280 million*** dollars and still had ***390 million dollars*** in net profits for the studio.  
**2)john wick-4 is doing exceptional on digital;** topping the lists in presales and sales for a while.  
**3)well-received blockbuster films have better ancillaries reflecting wom** ; that's exceptional for this film.

............ these are my two cents, what are yours?"
How much will Cobweb make this weekend WW ?,It was absolutely moronic to drop this movie with Barbenheimer but will it do Dom and WW for the weekend.,barbie,BOX_OFFICE,,,how much will cobweb make this weekend ww ?. it was absolutely moronic to drop this movie with barbenheimer but will it do dom and ww for the weekend.
Two of the ten biggest post-covid openings in Germany happened this weekend,"Avatar 2 had the highest per theater average and No Time To Die was shown in the most locations. This weekend was also the second biggest of the year only behind Avatar 2's fourth weekend back in January which was also the biggest 4th weekend of all time at 1.13M admissions and this would have still been enough to become the biggest opening of 2023 and one of the third highest post-covid. Barbenheimer equaled this 1.13M fourth weekend of Avatar with 1.17M or better say slightly surpassed it which is incredible as both movies were tracking for ""only"" around 0.75M before the weekend started (0.475M for Barbie, 0.3M for Oppenheimer)",barbie,BOX_OFFICE,,,"two of the ten biggest post-covid openings in germany happened this weekend. avatar 2 had the highest per theater average and no time to die was shown in the most locations. this weekend was also the second biggest of the year only behind avatar 2's fourth weekend back in january which was also the biggest 4th weekend of all time at 1.13m admissions and this would have still been enough to become the biggest opening of 2023 and one of the third highest post-covid. barbenheimer equaled this 1.13m fourth weekend of avatar with 1.17m or better say slightly surpassed it which is incredible as both movies were tracking for ""only"" around 0.75m before the weekend started (0.475m for barbie, 0.3m for oppenheimer)"
"This year will likely be the first time in years that a non-franchise, non-animated movie will be in the year-end Top-10 at the worldwide Box Office","With a strong 170-180M weekend opening and likely good legs ahead, Oppenheimer is on course to smash into the Top-10 of the 2023 worldwide Box Office.


So what do I mean with „non-franchise“ movies? Obviously all sequels, prequels, remakes, comic book adaptions are franchises. In terms of book to movie adaptions, those can be franchises, but don’t have to be. If the book has a big cult following, or many book-sequels etc, it would be a franchise (for example a lot of fantasy stuff, like Harry Potter etc), but other book adaptions (for example Killers of the Flower Moon) are not „franchises“. Also I don’t consider movies like Bohemian Rapsody „non-franchise“, because famous bands and famous singers like Queen, Freddie Mercury, ABBA („Mamma Mia“) etc are kind of franchises in itself. That’s not „non-franchise“.

Also, I don’t take chinese movies into account, who sometimes break into the top-10 worldwide Box Office, and who are for the chinese market only. Also excluding 2020, because in that Covid year studios didn’t release their franchise blockbusters.


That being said, Oppenheimer will likely be the first time since 2015 that a non-franchise movie will finish in the year-end Top-10 (2015 „The Martian“ was #10 at the global box office). So the first time in 8 years!

But it would be if Oppenheimer breaks into the top-5 at the global Box Office (which isn’t out of reach) that Nolan would enter legendary territory. After the mid-2000s, non-franchise movies in the Top-5 at the global Box Office died out, with 2012 (2009) and Inception (2010) being the last two movies to achieve that feat. Oppenheimer now could finally break that 13-year barrier.


To put that into perspective: The last time Spielberg reached the Top-5 with a non-franchise movie was in 1998 („Saving Private Ryan“), while Tarantino and Scorsese never achieved that feat. Nolan did it once until now („Inception“, 2010, the last time anyone did it).

Nolan turning the clocks back in Hollywood, in bringing non-franchise movies back into the list of highest grossing movies of the year!",oppenheimer,BOX_OFFICE,,,"this year will likely be the first time in years that a non-franchise, non-animated movie will be in the year-end top-10 at the worldwide box office. with a strong 170-180m weekend opening and likely good legs ahead, oppenheimer is on course to smash into the top-10 of the 2023 worldwide box office.


so what do i mean with „non-franchise“ movies? obviously all sequels, prequels, remakes, comic book adaptions are franchises. in terms of book to movie adaptions, those can be franchises, but don’t have to be. if the book has a big cult following, or many book-sequels etc, it would be a franchise (for example a lot of fantasy stuff, like harry potter etc), but other book adaptions (for example killers of the flower moon) are not „franchises“. also i don’t consider movies like bohemian rapsody „non-franchise“, because famous bands and famous singers like queen, freddie mercury, abba („mamma mia“) etc are kind of franchises in itself. that’s not „non-franchise“.

also, i don’t take chinese movies into account, who sometimes break into the top-10 worldwide box office, and who are for the chinese market only. also excluding 2020, because in that covid year studios didn’t release their franchise blockbusters.


that being said, oppenheimer will likely be the first time since 2015 that a non-franchise movie will finish in the year-end top-10 (2015 „the martian“ was #10 at the global box office). so the first time in 8 years!

but it would be if oppenheimer breaks into the top-5 at the global box office (which isn’t out of reach) that nolan would enter legendary territory. after the mid-2000s, non-franchise movies in the top-5 at the global box office died out, with 2012 (2009) and inception (2010) being the last two movies to achieve that feat. oppenheimer now could finally break that 13-year barrier.


to put that into perspective: the last time spielberg reached the top-5 with a non-franchise movie was in 1998 („saving private ryan“), while tarantino and scorsese never achieved that feat. nolan did it once until now („inception“, 2010, the last time anyone did it).

nolan turning the clocks back in hollywood, in bringing non-franchise movies back into the list of highest grossing movies of the year!"
