title,text,movie,final_annotation,Unnamed: 4,round1,combined
Physical film flickering (35mm),"I decided to see the new Oppenheimer movie in 35mm film. It was the first time I saw a movie that was projected physically, it was a nice movie but there was this flickering that broke the immersion a bit. The flickering was only noticable on the bright parts of the screen (ex: if there was a landscape with a bright sky on screen then you would notice that the sky was flickering). Is this a normal part of the experience (35mm)? Or was that an issue with the projector?",oppenheimer,VIEWING_FORMAT,,VIEWING_FORMAT,"physical film flickering (35mm). i decided to see the new oppenheimer movie in 35mm film. it was the first time i saw a movie that was projected physically, it was a nice movie but there was this flickering that broke the immersion a bit. the flickering was only noticable on the bright parts of the screen (ex: if there was a landscape with a bright sky on screen then you would notice that the sky was flickering). is this a normal part of the experience (35mm)? or was that an issue with the projector?"
How necessary is it to watch Oppenheimer in IMAX?,"For people who saw the film in IMAX, in hindsight, do you think it's essential for movie-goers to watch it in IMAX, or could they watch it on a standard screen and still enjoy the film to the full extent? Is it like Avatar 2 level important or is it like Indy 5 where it's not as crucial?

 I'm just asking this because the  70mm IMAX theatre is 1 and a half hours drive away, and I wonder if it's worth the drive instead of going to the small AMC theatre 5 minutes away from my house.",oppenheimer,VIEWING_FORMAT,,VIEWING_FORMAT,"how necessary is it to watch oppenheimer in imax?. for people who saw the film in imax, in hindsight, do you think it's essential for movie-goers to watch it in imax, or could they watch it on a standard screen and still enjoy the film to the full extent? is it like avatar 2 level important or is it like indy 5 where it's not as crucial?

 i'm just asking this because the  70mm imax theatre is 1 and a half hours drive away, and i wonder if it's worth the drive instead of going to the small amc theatre 5 minutes away from my house."
My Imax theatre has 2 options for Oppenheimer. The Imax digital version and the 70mm version. But idk what the better experience is for this specific theatre?,"The Imax version is of course the Imax version. Large screen, large seating, loud sound, good quality, etc. For $20.

But what I'm stuck on is the 70mm version. Because at my theatre this version is playing on a much smaller screen, with much smaller seating. It doesn't indicate if it's using good sound or not. And the prices are $12. 

Nolan says that the 70mm is the true experience but I feel like that's not the case at my theatre? Or am I wrong?",oppenheimer,VIEWING_FORMAT,,VIEWING_FORMAT,"my imax theatre has 2 options for oppenheimer. the imax digital version and the 70mm version. but idk what the better experience is for this specific theatre?. the imax version is of course the imax version. large screen, large seating, loud sound, good quality, etc. for $20.

but what i'm stuck on is the 70mm version. because at my theatre this version is playing on a much smaller screen, with much smaller seating. it doesn't indicate if it's using good sound or not. and the prices are $12. 

nolan says that the 70mm is the true experience but i feel like that's not the case at my theatre? or am i wrong?"
Do you think it is better to see Oppenheimer in IMAX or 70mm ?,"Where I live I have the option of one of the other and not both.

There's only 1 real IMAX in my entire country. I expected they'd be showing the 70mm print of Oppenheimer. It's a few hours drive away so we booked a hotel overnight months ago to see it in a few weeks time. I found out yesterday the screening won't be 70mm so I am now on the fence on cancelling the trip.

The 70mm option are on regular smaller cinema screens but there are 2-3 options in far more local theaters.

I'm trying to decide whether to make the trip or just catch it nearby.

What would you do? Let's purely consider it based on the viewing experience of the film as opposed to caveats of the distance traveled and hotel.",oppenheimer,VIEWING_FORMAT,,VIEWING_FORMAT,"do you think it is better to see oppenheimer in imax or 70mm ?. where i live i have the option of one of the other and not both.

there's only 1 real imax in my entire country. i expected they'd be showing the 70mm print of oppenheimer. it's a few hours drive away so we booked a hotel overnight months ago to see it in a few weeks time. i found out yesterday the screening won't be 70mm so i am now on the fence on cancelling the trip.

the 70mm option are on regular smaller cinema screens but there are 2-3 options in far more local theaters.

i'm trying to decide whether to make the trip or just catch it nearby.

what would you do? let's purely consider it based on the viewing experience of the film as opposed to caveats of the distance traveled and hotel."
"Oppenheimer: 35mm, Digital IMAX, or Dolby Cinema","So, unfortunately where I live a 70MM IMAX showing is not feasible and would require close to a 5 hour drive to Dallas to attend, but within the area, I have 2 digital IMAX theaters, an AMC with a Dolby Cinema, and an art house theater showing it on 35mm film. Where would you plan on seeing it and why?",oppenheimer,VIEWING_FORMAT,,,"oppenheimer: 35mm, digital imax, or dolby cinema. so, unfortunately where i live a 70mm imax showing is not feasible and would require close to a 5 hour drive to dallas to attend, but within the area, i have 2 digital imax theaters, an amc with a dolby cinema, and an art house theater showing it on 35mm film. where would you plan on seeing it and why?"
Oppenheimer 70mm IMAX run.,"I live in Southern California and AMC at City Walk and the Chinese theater are two of the only places near me that are showing Oppenheimer in 70mm IMAX format, how it was intended to be seen. I have every intention of seeing it this way. However, all the pre-sale hype has made good tickets pretty scarce. Most seats for the next two weeks or so seem to be right in front of the screen. No thanks. 
I was wondering if anyone here knows if this format will be available for the entire theatrical run? I've called the theater and they don't even know. I feel like typically movies of this caliber being shown on these screens have sort of a limited run compared to the rest of the formats. I would really love to get the opportunity to see this film on the biggest screen possible. If anyone knows or has any idea, it would be greatly appreciated!",oppenheimer,VIEWING_FORMAT,,,"oppenheimer 70mm imax run.. i live in southern california and amc at city walk and the chinese theater are two of the only places near me that are showing oppenheimer in 70mm imax format, how it was intended to be seen. i have every intention of seeing it this way. however, all the pre-sale hype has made good tickets pretty scarce. most seats for the next two weeks or so seem to be right in front of the screen. no thanks. 
i was wondering if anyone here knows if this format will be available for the entire theatrical run? i've called the theater and they don't even know. i feel like typically movies of this caliber being shown on these screens have sort of a limited run compared to the rest of the formats. i would really love to get the opportunity to see this film on the biggest screen possible. if anyone knows or has any idea, it would be greatly appreciated!"
Mission Impossible is NOT an Imax Film,"The movie is stuck in CinemaScope the entire runtime. No Variation. Nothing. Save your money or at least see this in Dolby. The Marketing Hype of ""Shot for Imax"" really was pointless, as they don't actually utilize Imax Ratios one single time.

Can't believe Tom Cruise was annoyed that it wouldn't be in Imax Theaters longer.",mission_impossible,VIEWING_FORMAT,,,"mission impossible is not an imax film. the movie is stuck in cinemascope the entire runtime. no variation. nothing. save your money or at least see this in dolby. the marketing hype of ""shot for imax"" really was pointless, as they don't actually utilize imax ratios one single time.

can't believe tom cruise was annoyed that it wouldn't be in imax theaters longer."
is there any place or anyway to see what formats were available in theaters to watch a movie?,"hello friends, i was curious if there was a website or any other way to check what formats a movie was/is available in when it was in theaters. I'm referring to past and present. For example, I know Oppenheimer's formats because it's out now and I can easily check (70mm IMAX, Dolby, 35mm, etc.) but what about past movies like The Dark Knight or others?

EDIT: i figured out a way. i searched the movie title then tech specs (ex. ""django unchained tech specs"") and imdb pops up and you can see the aspect ratio. :)",oppenheimer,VIEWING_FORMAT,,,"is there any place or anyway to see what formats were available in theaters to watch a movie?. hello friends, i was curious if there was a website or any other way to check what formats a movie was/is available in when it was in theaters. i'm referring to past and present. for example, i know oppenheimer's formats because it's out now and i can easily check (70mm imax, dolby, 35mm, etc.) but what about past movies like the dark knight or others?

edit: i figured out a way. i searched the movie title then tech specs (ex. ""django unchained tech specs"") and imdb pops up and you can see the aspect ratio. :)"
Is your local 70mm IMAX sold out and not adding more shows?,"I didn't realize until too late that my local city has only **one** 70mm IMAX theater (*Cinemark Dallas XD and IMAX*), and on the website all their Oppenheimer showings are sold out through August 9th. They've been sold out for a week. They added 6:50am and 2:35am showtimes and *those are sold out too!* (unless you want outside front row)

I called and was told they would not have Oppenheimer in 70mm after Aug 9th.

Is this normal? Did they just lease the film until then and HAVE to send it back? What's the deal there?

I realize now that I should have booked the day it was possible, lesson learned, but wondering if I have any options.",oppenheimer,VIEWING_FORMAT,,,"is your local 70mm imax sold out and not adding more shows?. i didn't realize until too late that my local city has only **one** 70mm imax theater (*cinemark dallas xd and imax*), and on the website all their oppenheimer showings are sold out through august 9th. they've been sold out for a week. they added 6:50am and 2:35am showtimes and *those are sold out too!* (unless you want outside front row)

i called and was told they would not have oppenheimer in 70mm after aug 9th.

is this normal? did they just lease the film until then and have to send it back? what's the deal there?

i realize now that i should have booked the day it was possible, lesson learned, but wondering if i have any options."
Question about buying tickets to imax,"I want to see Oppenheimer when it releases but I’ve always been confused on how to actually buy tickets to the IMAX version of a movie. Do you have to actually ask for tickets to IMAX or before you buy the tickets do they tell you if the tickets your about to buy are for IMAX. Sorry if I sound completely braindead, movie theaters can be confusing to me sometimes.",oppenheimer,VIEWING_FORMAT,,,"question about buying tickets to imax. i want to see oppenheimer when it releases but i’ve always been confused on how to actually buy tickets to the imax version of a movie. do you have to actually ask for tickets to imax or before you buy the tickets do they tell you if the tickets your about to buy are for imax. sorry if i sound completely braindead, movie theaters can be confusing to me sometimes."
Regular 70mm vs IMAX,"Im not too well versed in this whole subject so I apologize if I say something wrong. Me and my friends have booked tickets to see Oppenheimer and one is a pretty big movie fan so he wanted us to see it in a cinema with 70mm. This is where I’m a bit confused since whenever I see any videos about people saying to watch it in 70mm they mention watching it in an IMAX theater. However, the one we booked is said to show it in 70mm but its not an classified IMAX theater which makes me confused as to if there is any difference? Is watching 70mm in a regular cinema different from watching in an IMAX one? Im mainly thinking from a viewing experience and not thing like speakers and such.",oppenheimer,VIEWING_FORMAT,,,"regular 70mm vs imax. im not too well versed in this whole subject so i apologize if i say something wrong. me and my friends have booked tickets to see oppenheimer and one is a pretty big movie fan so he wanted us to see it in a cinema with 70mm. this is where i’m a bit confused since whenever i see any videos about people saying to watch it in 70mm they mention watching it in an imax theater. however, the one we booked is said to show it in 70mm but its not an classified imax theater which makes me confused as to if there is any difference? is watching 70mm in a regular cinema different from watching in an imax one? im mainly thinking from a viewing experience and not thing like speakers and such."
Will they play Oppenheimer again at BFI IMAX in the future?,"I've been waiting for Oppenheimer for a while, but I live in Italy and here they won't play the movie in IMAX 70mm (at least not that I'm aware of, but even then I would not be able to go). I have never seen a movie in IMAX 70 mm, and I won't be able to go to London when the film is available. I read that BFI is one of the few cinemas worldwide to keep their copy of IMAX 700 mm films,  and I read that they sometimes show them athegain. The thing is, the only proof I found of this was that they screened a few of Nolan's movies in these months leading to Oppenheimer, but is this a thing they do every once in a while, or was it a one-time thing? I'd be down to plan a trip around the movie, and I am subscribed to their newsletter, but please tell me if they have done this other times with famous movies or if I have to get my hopes down (also, in case they do it, if it's just one screening or multiple, cuz I think it would sell out pretty fast for one screening). If my questions was not clear, please tell me and I'll try to rephrase",oppenheimer,VIEWING_FORMAT,,,"will they play oppenheimer again at bfi imax in the future?. i've been waiting for oppenheimer for a while, but i live in italy and here they won't play the movie in imax 70mm (at least not that i'm aware of, but even then i would not be able to go). i have never seen a movie in imax 70 mm, and i won't be able to go to london when the film is available. i read that bfi is one of the few cinemas worldwide to keep their copy of imax 700 mm films,  and i read that they sometimes show them athegain. the thing is, the only proof i found of this was that they screened a few of nolan's movies in these months leading to oppenheimer, but is this a thing they do every once in a while, or was it a one-time thing? i'd be down to plan a trip around the movie, and i am subscribed to their newsletter, but please tell me if they have done this other times with famous movies or if i have to get my hopes down (also, in case they do it, if it's just one screening or multiple, cuz i think it would sell out pretty fast for one screening). if my questions was not clear, please tell me and i'll try to rephrase"
GF Booked Oppenheimer,"My partner has just given me surprise tickets to see Oppenheimer on opening night at an Odeon Luxe iSense screening in the UK and, in the most self centred way possible, I'm a bit mortified that we wont be seeing it in iMax. 

How has everyone's experience been with Odeon iSense? Does the non-iMax aspect ratio really affect the screening? How is the audio? Would your recommend seeing such a huge release in IMax? 

I'm so excited for this film and just worried I need to rebook the screening! 

Cheers!",oppenheimer,VIEWING_FORMAT,,,"gf booked oppenheimer. my partner has just given me surprise tickets to see oppenheimer on opening night at an odeon luxe isense screening in the uk and, in the most self centred way possible, i'm a bit mortified that we wont be seeing it in imax. 

how has everyone's experience been with odeon isense? does the non-imax aspect ratio really affect the screening? how is the audio? would your recommend seeing such a huge release in imax? 

i'm so excited for this film and just worried i need to rebook the screening! 

cheers!"
Am I missing out?,If I don’t see Oppenheimer in IMAX 70mm and just go see it in regular IMAX am I missing out? Also for anyone saying to just drive a little farther to watch it in 70mm that’s not really an option cause of how far it would be and that a lot of people are going with me and some of them don’t want to drive to a whole different state.,oppenheimer,VIEWING_FORMAT,,,am i missing out?. if i don’t see oppenheimer in imax 70mm and just go see it in regular imax am i missing out? also for anyone saying to just drive a little farther to watch it in 70mm that’s not really an option cause of how far it would be and that a lot of people are going with me and some of them don’t want to drive to a whole different state.
"My local AMC has separate listings for Oppenheimer for IMAX and 70mm. Does this mean that the IMAX screening is not 70mm, and that the 70mm is not IMAX?","I heard that the ""optimum"" way to see Oppenheimer is IMAX 70mm. But when I look at the IMAX website for 70mm screenings, this particular AMC is not on the list. So wondering what is the difference between the separate IMAX and 70mm screenings.  If it matters, the exact name of the IMAX screening is ""IMAX WITH LASER AT AMC""",oppenheimer,VIEWING_FORMAT,,,"my local amc has separate listings for oppenheimer for imax and 70mm. does this mean that the imax screening is not 70mm, and that the 70mm is not imax?. i heard that the ""optimum"" way to see oppenheimer is imax 70mm. but when i look at the imax website for 70mm screenings, this particular amc is not on the list. so wondering what is the difference between the separate imax and 70mm screenings.  if it matters, the exact name of the imax screening is ""imax with laser at amc"""
"Which is better, Cineworld Superscreen 2D or Odeon iSense","I’m super excited to see Oppenheimer and want the best possible viewing experience. Unfortunately, I’m a student and recently moved back home for the summer and my local cinemas don’t have IMAX screens. (On a frustrating note, if the movie had come out 3 weeks earlier I could have seen it in 70mm IMAX in my uni town) 

It seems like my two best options are Cineworld’s “superscreen 2D” or Odeon’s “iSense” and I was wondering if anyone had experience with these and could let me know what the best option is.

I don’t care about the seats or anything like that, I just want the best visual and audio quality.

My other wildcard option is travelling an hour by train and spending £20 extra to go see it in laser IMAX.",oppenheimer,VIEWING_FORMAT,,,"which is better, cineworld superscreen 2d or odeon isense. i’m super excited to see oppenheimer and want the best possible viewing experience. unfortunately, i’m a student and recently moved back home for the summer and my local cinemas don’t have imax screens. (on a frustrating note, if the movie had come out 3 weeks earlier i could have seen it in 70mm imax in my uni town) 

it seems like my two best options are cineworld’s “superscreen 2d” or odeon’s “isense” and i was wondering if anyone had experience with these and could let me know what the best option is.

i don’t care about the seats or anything like that, i just want the best visual and audio quality.

my other wildcard option is travelling an hour by train and spending £20 extra to go see it in laser imax."
Will Oppenheimer 70mm IMAX get more showtimes?,"When I was looking originally last month I only saw 70mm IMAX showings in certain places for 1 week, and certain other places only 2 weeks, but as I've looked now showtimes have been extended to the first weekend of August and even the 2nd weekend of August. 

Is there any concrete idea of how long 70mm will be showing?",oppenheimer,VIEWING_FORMAT,,,"will oppenheimer 70mm imax get more showtimes?. when i was looking originally last month i only saw 70mm imax showings in certain places for 1 week, and certain other places only 2 weeks, but as i've looked now showtimes have been extended to the first weekend of august and even the 2nd weekend of august. 

is there any concrete idea of how long 70mm will be showing?"
Will be traveling for some time. Is it safe to assume that the 70mm IMAX theaters will still be showing Oppenheimer a month from now?,Text above!,oppenheimer,VIEWING_FORMAT,,,will be traveling for some time. is it safe to assume that the 70mm imax theaters will still be showing oppenheimer a month from now?. text above!
Oppenheimer not for imax,"They're selling this film as a big screen experience .
The film needn't be experienced on that format, it has been marketed as such to give the impression that it is a visual spectacle . It is not.
 If you expect earth shattering effects which IMAX or 70mm suggests , then you have been misled. 
It is a rich character study. 
Enjoy",oppenheimer,VIEWING_FORMAT,,,"oppenheimer not for imax. they're selling this film as a big screen experience .
the film needn't be experienced on that format, it has been marketed as such to give the impression that it is a visual spectacle . it is not.
 if you expect earth shattering effects which imax or 70mm suggests , then you have been misled. 
it is a rich character study. 
enjoy"
Going to watch Oppenheimer in a week or so and have some questions about the various formats,"The theater is AMC Veterans 24 in Tampa FL

I have the choice between IMAX With Laser or 70mm (non IMAX)

Which should I go for?

Im under the impression that IMAX is the best viewing experience generally speaking but I've also seen people mention that 70mm is the clearest picture you can get with the exception of 70mm IMAX. 

Im also concerned that the audio quality will not be as good as IMAX.

 Any answers would be greatly appreciated!",oppenheimer,VIEWING_FORMAT,,,"going to watch oppenheimer in a week or so and have some questions about the various formats. the theater is amc veterans 24 in tampa fl

i have the choice between imax with laser or 70mm (non imax)

which should i go for?

im under the impression that imax is the best viewing experience generally speaking but i've also seen people mention that 70mm is the clearest picture you can get with the exception of 70mm imax. 

im also concerned that the audio quality will not be as good as imax.

 any answers would be greatly appreciated!"
Format vs comfortable seating for a popular movie in theaters,"I just reserved tickets to see Oppenheimer in 70mm, and my seats are front row  and to the left.   There are all sorts of theaters in the area with normal screens and better seating.

I also wanted to see Avatar 2 in 48fps last year and made a similar compromise.

How would other moviegoers approach the issue of format vs seating?",oppenheimer,VIEWING_FORMAT,,,"format vs comfortable seating for a popular movie in theaters. i just reserved tickets to see oppenheimer in 70mm, and my seats are front row  and to the left.   there are all sorts of theaters in the area with normal screens and better seating.

i also wanted to see avatar 2 in 48fps last year and made a similar compromise.

how would other moviegoers approach the issue of format vs seating?"
Seats vs Screen for Oppenheimer,"So, it’s a little late to buy the absolute best tickets, and I am faced with a dilemma. I have an Imax 70mm screen near me, but all the best seats have been taken. I would have to wait till a week after the release to get a seat even on the third row. 

Should I skip the imax 70 mm and buy a ticket for another screen where I can get a great seat?",oppenheimer,VIEWING_FORMAT,,,"seats vs screen for oppenheimer. so, it’s a little late to buy the absolute best tickets, and i am faced with a dilemma. i have an imax 70mm screen near me, but all the best seats have been taken. i would have to wait till a week after the release to get a seat even on the third row. 

should i skip the imax 70 mm and buy a ticket for another screen where i can get a great seat?"
Only 19 U.S. theaters will show ‘Oppenheimer’ in 70mm Imax. It’s epic.,Global inventory of 70mm IMAX screens.,oppenheimer,VIEWING_FORMAT,,,only 19 u.s. theaters will show ‘oppenheimer’ in 70mm imax. it’s epic.. global inventory of 70mm imax screens.
Oppenheimer 70mm IMAX worth catching 2 weeks after release? Or should I just catch it ASAP?,"I got Barbie this weekend but was really hoping to at least catch Oppenheimer in 70mm IMAX the weekend after, but since I don't live in SoCal, the nearest theater that offers it is booked up for 2+ weeks straight. I only managed to get 2 side seats in the middle for my partner and I. I usually don't double book because of pricing of movies and the time I have available to see films in theaters, but man...I love Nolan and never seen his films in this format before.",barbie,VIEWING_FORMAT,,,"oppenheimer 70mm imax worth catching 2 weeks after release? or should i just catch it asap?. i got barbie this weekend but was really hoping to at least catch oppenheimer in 70mm imax the weekend after, but since i don't live in socal, the nearest theater that offers it is booked up for 2+ weeks straight. i only managed to get 2 side seats in the middle for my partner and i. i usually don't double book because of pricing of movies and the time i have available to see films in theaters, but man...i love nolan and never seen his films in this format before."
Question about seeing Oppenheimer?,What are the best ways to see Oppenheimer if you can’t fly across the entire country to see it in the 70mm format? Is there just a regular IMAX version that isn’t 70mm and that I can just go to any theater that has a regular IMAX to see it? And also I don’t mind seeing it with a cropped display as long as I get good sound and great quality video.,oppenheimer,VIEWING_FORMAT,,,question about seeing oppenheimer?. what are the best ways to see oppenheimer if you can’t fly across the entire country to see it in the 70mm format? is there just a regular imax version that isn’t 70mm and that i can just go to any theater that has a regular imax to see it? and also i don’t mind seeing it with a cropped display as long as i get good sound and great quality video.
